ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position
247453,simple,"THRAXUS IQ","Radians Thraxus IQ Safety Eyewear",0,0,visible,,"IQUITY - A PREMIUM COATING THAT PERFORMS BEYOND EXPECTATION. Every once in a while, a revolutionary innovation comes along that really makes a difference in how you see things. Radians new IQuity Anti-Fog Coating is a breakthrough technology that provides one of the most superior and long-lasting anti-fog coatings in the marketplace at a competitive price. It is both EN166K and N compliant. The water-based coating lasts much longer because the anti-fog and anti-scratch properties are built into the lens for long-term wear and durability. With the latest patented technologies, materials, and processes, THRAXUS by Radians is the next generation of highly protective, ultra-comfortable and super stylish safety eyewear.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Radians20Thraxus20IQ20Safety20Eyewear.jpg,,,,,,,,,0
247462,simple,"OBLITERATOR IQ","Radians Obliterator IQ - IQuity Anti-Fog Foam Lined Safety Eyewear",0,0,visible,,"Every once in a while, a revolutionary innovation comes along that really makes a difference in how you see things. Radians new IQuity Anti-Fog Coating is a breakthrough technology that provides one of the most superior and long-lasting anti-fog coatings in the marketplace at a competitive price. It is both EN166K and N compliant. The water-based coating lasts much longer because the anti-fog and anti-scratch properties are built into the lens for long-term wear and durability. Radians Obliterator IQ foam lined safety eyewear comes with a removable foam lining and adjustable headstrap.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Radians20Obliterator20IQ20-20IQuity20Anti-Fog20Foam20Lined20Safety20Eyewear.jpg,,,,,,,,,0
247465,simple,"DAGGER IQ","Radians Dagger IQ - IQUITY Anti-Fog Safety Goggle Replacement Lens",0,0,visible,,"Radians new IQuity Anti-Fog Coating is a breakthrough technology that provides one of the most superior and long-lasting anti-fog coatings in the marketplace at a competitive price. It is both EN166K and N compliant. The water-based coating lasts much longer because the anti-fog and anti-scratch properties are built into the lens for long-term wear and durability.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Radians20Dagger20IQ20-20IQUITY20Anti-Fog20Safety20Goggle20Replacement20Lens.jpg,,,,,,,,,0
247470,simple,"OPTIMA IQ","Radians Optima IQ - IQUITY Anti-Fog Safety Eyewear",0,0,visible,,"IQUITY - A PREMIUM COATING THAT PERFORMS BEYOND EXPECTATION. Every once in a while, a revolutionary innovation comes along that really makes a difference in how you see things. Radians new IQuity Anti-Fog Coating is a breakthrough technology that provides one of the most superior and long-lasting anti-fog coatings in the marketplace at a competitive price. It is both EN166K and N compliant. The water-based coating lasts much longer because the anti-fog and anti-scratch properties are built into the lens for long-term wear and durability. The Radians Optima IQ Safety Glass offers a lightweight frame with dual mold temples. Adjustable rubber nose piece provides a comfortable, customized no-slip fit. Polycarbonate lens is impact resistant.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Radians20Optima20IQ20-20IQUITY20Anti-Fog20Safety20Eyewear.jpg,,,,,,,,,0
247476,simple,RPG,"Crossfire RPG Premium Safety Eyewear",0,0,visible,,"The newly redesigned, full frame Crossfire RPG safety eyewear makes the list again as one of our best selling styles. It fits a wide range of users and it is excellent in diverse environments. This model is also available with a polarized lens.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20RPG20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247479,simple,INFINITY,"Crossfire Infinity Premium Safety Eyewear",0,0,visible,,"The full frame Crossfire Infinity Safety Glass joins the list of one of top selling designs. The comfortable fit is easy to wear all day and is offered in various options including polarized.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20Infinity20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247482,simple,ES4,"Crossfire ES4 Bifocal Safety Eyewear",0,0,visible,,"The Crossfire ES4 Bifocal Safety Glass is designed for all environments, the ES4 features an adjustable nosepiece, ultralight frame, and 100% visually correct lenses. Lateral protection compliance H for medium to small faces.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20ES420Bifocal20Safety20Eyewear.jpg,,,,,,,,,0
247485,simple,ES5,"Crossfire ES5W Premium Safety Eyewear",0,0,visible,,"Designed for outdoor sports, the Crossfire ES5W provides a polished looked with a light weight fit. The adjustable wired temples provide a perfect, comfortable fit and extra stability The sleek framework provides substantial coverage for a variety of environments.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20ES5W20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247488,simple,"ES5 BIFOCAL","Crossfire ES5 Bifocal Safety Eyewear",0,0,visible,,"The Crossfire ES5 Bifocal Safety Glass is designed for outdoor sports. The ES5 provides a polished looked with a light weight fit. The sleek framework provides substantial coverage for a variety of environments.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20ES520Bifocal20Safety20Eyewear.jpg,,,,,,,,,0
247491,simple,ES6,"Crossfire ES6 Premium Safety Eyewear",0,0,visible,,"The Crossfire ES6 Safety Glass is designed for style and comfort. The ES6 features a soft, rubber nosepiece, lightweight frame, and inlaid temple grips for better stability and comfort. This style is available with a polarized lens.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20ES620Premium20Safety20Eyewear.jpg,,,,,,,,,0
247494,simple,MP7,"Crossfire MP7 Foam Lined Safety Eyewear",0,0,visible,,"The Crossfire MP7 Safety Glass is one of our best-selling full frame styles, offering several lens color options with foam lining. It is also available with a polarized lens without foam lining.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20MP720Foam20Lined20Safety20Eyewear.jpg,,,,,,,,,0
247500,simple,CRUCIBLE,"Crossfire Crucible Premium Safety Eyewear",0,0,visible,,"The Crossfire Crucible is stylish safety eyewear with a sleek, modern look that provides premium protection. The adjustable rubber nosepiece and dual mold rubber temple grips add comfort and stability. This style is available with a polarized lens.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20Crucible20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247503,simple,CORE,"Crossfire Core Premium Safety Eyewear",0,0,visible,,"With a variety of lens choices the Crossfire Core is among the top selling safety glasses for its performance in fit, function and style. This style performs well in outdoor and indoor use and is available with a polarized lens.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20Core20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247506,simple,SNIPER,"Crossfire Sniper Bifocal Safety Eyewear",0,0,visible,,"Count on the Crossfire Sniper to perform on the job. Designed with the sportsman in mind, this style transitions easily from work environments to recreation! Lateral protection compliance H for medium to small faces.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20Sniper20Bifocal20Safety20Eyewear.jpg,,,,,,,,,0
247515,simple,REVELATION,"Radians Revelation Safety Eyewear",0,0,visible,,"The Radians Revelation offers 5-position ratchet plus 4-position telescoping temples for superior fit. 16 lens colors to choose from for all your safety glass needs. The Revelation is also available in a polarized version.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Radians20Revelation20Safety20Eyewear.jpg,,,,,,,,,0
247518,simple,COBALT,"Radians Cobalt Safety Eyewear",0,0,visible,,"The Cobalt is a lightweight, impact resistant design which offers an extremely comfortable fit. Radians Cobalt is also available with a polarized lens.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Radians20Cobalt20Safety20Eyewear.jpg,,,,,,,,,0
247521,simple,"PREMIUM SAFETY EYEWEAR","Crossfire Crucible Premium Safety Eyewear",0,0,visible,,"The Crossfire Crucible is stylish safety eyewear with a sleek, modern look that provides premium protection. The adjustable rubber nosepiece and dual mold rubber temple grips add comfort and stability. This style is available with a polarized lens.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20Crucible20Premium20Safety20Eyewear-1.jpg,,,,,,,,,0
247526,simple,CK7,"Crossfire CK7 Premium Safety Eyewear",0,0,visible,,"The classic look of the Crossfire CK7 is designed for all day comfort and maximum protection. From the fully adjustable wire core rubber temple tips to the indirect vented lens to reduce fogging, the CK7 is the super safety eyewear solution.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20CK720Premium20Safety20Eyewear.jpg,,,,,,,,,0
247529,simple,M6A,"Crossfire M6A Premium Safety Eyewear",0,0,visible,,"The stylish design of the full frame Crossfire M6A Safety Glass is designed for maximum protection. The soft, rubber nose piece allows for all day comfort.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20M6A20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247532,simple,CIRRUS,"Crossfire Cirrus Premium Safety Eyewear",0,0,visible,,"Designed with the sportsman in mind, the Crossfire Cirrus transitions easily from work environments to recreation! The adjustable nosepiece allows for added protection, while the sleek one piece lens design provides an unobstructed full field of vision.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20Cirrus20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247539,simple,ARCUS,"Crossfire ARCUS Premium Safety Eyewear",0,0,visible,,"The stylish design of the full frame Crossfire ARCUS Safety Glass is designed for maximum protection. The soft, rubber nose piece allows for all day comfort while the temple logo design gives it a stylish, edgy look.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20ARCUS20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247542,simple,CUMULUS,"Crossfire Cumulus Premium Safety Eyewear",0,0,visible,,"The stylish design of the full frame Crossfire Cumulus is designed for maximum protection. The soft, rubber nose piece allows for all day comfort and the dual mold rubber temples provide grip for better stability.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20Cumulus20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247548,simple,AR3,"Crossfire AR3 Premium Safety Eyewear",0,0,visible,,"The Crossfire AR3 Premium Safety Eyewear is designed for all environments. The AR3 features an adjustable nosepiece, ultralight frame, and 100% visually correct lenses. Patent Number D728,666",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20AR320Premium20Safety20Eyewear.jpg,,,,,,,,,0
247564,simple,SUPERVISOR,"DEWALT DPG107 Supervisor Premium Safety Eyewear",0,0,visible,,"You are the boss with the DEWALT Supervisor Safety Glass. The lightweight polycarbonate full frame paired with 100% visually correct plano lenses provide protection and comfort for a full day on the jobsite.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/DEWALT20DPG10720Supervisor20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247567,simple,RENOVATOR,"DEWALT DPG108 Renovator Premium Safety Eyewear",0,0,visible,,"The wrap-around design of the DEWALT Renovator provides superior protection, and the innovative TPR padded brow guard prevents jobsite debris falling behind the lens.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/DEWALT20DPG10820Renovator20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247570,simple,AUGER,"DEWALT DPG101 Auger Safety Glass",0,0,visible,,"The DEWALT AUGER Safety Glass provides excellent protection with its full wraparound design and stays in place with the no-slip temple grip.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/DEWALT20DPG10120Auger20Safety20Glass.jpg,,,,,,,,,0
247573,simple,DOMINATOR,"DEWALT DPG94 Dominator Safety Glass",0,0,visible,,"The DEWALT Dominator Safety Glass - Modern styling meets high impact protection.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/DEWALT20DPG9420Dominator20Safety20Glass.jpg,,,,,,,,,0
247576,simple,EXCAVATOR,"DEWALT DPG104 Excavator Safety Glass",0,0,visible,,"The DEWALT DPG104 EXCAVATOR Safety Glass is designed with a lightweight, full frame. The self-adjusting, rubber nosepiece and dual mold rubber temple grips provide a comfortable, secure fit.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/DEWALT20DPG10420Excavator20Safety20Glass.jpg,,,,,,,,,0
247579,simple,GABLE,"DEWALT DPG98 Gable Safety Glass",0,0,visible,,"The DEWALT Gable Safety Glass offers a lightweight, comfortable fit with a wraparound frame.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/DEWALT20DPG9820Gable20Safety20Glass.jpg,,,,,,,,,0
247582,simple,CROSSCUT,"DEWALT DPG100 Crosscut Safety Glass",0,0,visible,,"The DEWALT CROSSCUT Safety Glass provides an excellent fit with rubber no-slip temples and a soft comfortable nose piece, while maintaining excellent sight lines and side protection with the wide lenses.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/DEWALT20DPG10020Crosscut20Safety20Glass.jpg,,,,,,,,,0
247585,simple,ROUTER,"DEWALT DPG96 Router Safety Glass",0,0,visible,,"The DEWALT DPG96 Router Safety Glass is offers a slim, lightweight frame for all day comfortable wear.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/DEWALT20DPG9620Router20Safety20Glass.jpg,,,,,,,,,0
247588,simple,RADIUS,"DEWALT DPG51 Radius Safety Glass",0,0,visible,,"The DEWALT Radius safety glass offers a 10 base curve lens which provides maximum coverage and protection.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/DEWALT20DPG5120Radius20Safety20Glass.jpg,,,,,,,,,0
247591,simple,DC,"DEWALT DPG55 DC Safety Glass",0,0,visible,,"The DEWALT DC Safety Glass features dual injected rubber in the frame and adjustable temples to provide dual comfort. This safety glass meets ballistic testing standards and exceeds ANSI Z87.1+ standards. 99.9% UVA/UVB protection.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/DEWALT20DPG5520DC20Safety20Glass.jpg,,,,,,,,,0
247596,simple,THRAXUS,"Radians Thraxus IQ Safety Eyewear",0,0,visible,,"IQUITY - A PREMIUM COATING THAT PERFORMS BEYOND EXPECTATION. Every once in a while, a revolutionary innovation comes along that really makes a difference in how you see things. Radians new IQuity Anti-Fog Coating is a breakthrough technology that provides one of the most superior and long-lasting anti-fog coatings in the marketplace at a competitive price. It is both EN166K and N compliant. The water-based coating lasts much longer because the anti-fog and anti-scratch properties are built into the lens for long-term wear and durability. With the latest patented technologies, materials, and processes, THRAXUS by Radians is the next generation of highly protective, ultra-comfortable and super stylish safety eyewear.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Radians20Thraxus20IQ20Safety20Eyewear-1.jpg,,,,,,,,,0
247601,simple,OBLITERATOR,"Radians Obliterator IQ - IQuity Anti-Fog Foam Lined Safety Eyewear",0,0,visible,,"Every once in a while, a revolutionary innovation comes along that really makes a difference in how you see things. Radians new IQuity Anti-Fog Coating is a breakthrough technology that provides one of the most superior and long-lasting anti-fog coatings in the marketplace at a competitive price. It is both EN166K and N compliant. The water-based coating lasts much longer because the anti-fog and anti-scratch properties are built into the lens for long-term wear and durability. Radians Obliterator IQ foam lined safety eyewear comes with a removable foam lining and adjustable headstrap.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Radians20Obliterator20IQ20-20IQuity20Anti-Fog20Foam20Lined20Safety20Eyewear-1.jpg,,,,,,,,,0
247609,simple,CHAOS,"Radians Chaos Safety Eyewear",0,0,visible,,"Radians Chaos Safety Eyewear is a sleek, lightweight full frame safety glass featuring bayonet style temples with rubber tips for added eyewear comfort.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Radians20Chaos20Safety20Eyewear.jpg,,,,,,,,,0
247618,simple,ROCK,"Radians Rock Safety Eyewear",0,0,visible,,"Radians Rock Safety Glass has a sleek,lightweight design with rubber tipped temples. 3 frame choices to choose from - black, white or silver.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Radians20Rock20Safety20Eyewear.jpg,,,,,,,,,0
247621,simple,"PERFORMANCE SAFETY EYEWEAR","Crossfire Brigade Performance Safety Eyewear",0,0,visible,,"The Crossfire Brigade presents outstanding protection and is offered in two mirrored lens options that specifically address extremely bright outdoor environments.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20Brigade20Performance20Safety20Eyewear.jpg,,,,,,,,,0
247626,simple,TALON,"Crossfire Talon Bifocal Safety Eyewear",0,0,visible,,"The sporty and lightweight design of the Crossfire Talon Bifocal Safety Glass was created for a great fit and ease of use in diverse environments. This style features bifocals in clear and smoke lenses.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20Talon20Bifocal20Safety20Eyewear.jpg,,,,,,,,,0
247629,simple,BRIGADE,"Crossfire Brigade Performance Safety Eyewear",0,0,visible,,"The Crossfire Brigade presents outstanding protection and is offered in two mirrored lens options that specifically address extremely bright outdoor environments.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20Brigade20Performance20Safety20Eyewear-1.jpg,,,,,,,,,0
247632,simple,24SEVEN,"Crossfire 24Seven Foam Lined Safety Eyewear",0,0,visible,,"The 24Seven is a foam lined, frameless safety glass with an ultra lightweight, single lens design that provides excellent coverage. The flexible temples provide all day comfort.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire2024Seven20Foam20Lined20Safety20Eyewear.jpg,,,,,,,,,0
247635,simple,XCBR,"Crossfire XCBR Premium Safety Eyewear",0,0,visible,,"The Crossfire XCBR Safety Glass is among the top selling designs as it exhibits clean lines and is suitable for diverse applications.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20XCBR20Premium20Safety20Eyewear.jpg,,,,,,,,,0
247638,simple,BLADE,"Crossfire Blade Performance Safety Eyewear",0,0,visible,,"The Crossfire Blade weighs in at less than a 1/2 ounce, and is easy to wear all day long. Designed as a shooting glass for sports and military, it is superior in construction and diverse in application.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/Crossfire20Blade20Performance20Safety20Eyewear.jpg,,,,,,,,,0
247643,simple,RECIP,"DEWALT DPG102 Recip Safety Glass",0,0,visible,,"The DEWALT RECIP Safety Glass provides excellent protection with its comfortable, lightweight frame and adjustable temples.",,,taxable,,1,,,0,0,0.1,,,,1,,,,"Radians Eye Wear, Radians",,,https://www.equipdirect.com/wp-content/uploads/2021/08/DEWALT20DPG10220Recip20Safety20Glass.jpg,,,,,,,,,0
